mission_id,mission_name,step,time_s,ts_ms,algorithm,completion_policy,robot_id,robot_name,powered,cluster_id,role,perception_mode,visible_obstacle_count,known_obstacle_count,primary_x_m,primary_y_m,primary_theta_rad,primary_v_mps,primary_omega_radps,primary_pwr_left,primary_pwr_right,primary_sonic_angle_deg,primary_sonic_distance_cm,primary_camera_pan_deg,primary_camera_tilt_deg,primary_tracking_bits,primary_led,primary_buz,control_cmd_vx_mps,control_cmd_vy_mps,control_cmd_v_mps,control_cmd_omega_radps,control_target_x_m,control_target_y_m,control_reason,tank_key_command,tank_protocol_command,tank_pwm_left,tank_pwm_right,tank_command_note,agent_path_length_m,agent_energy_proxy,agent_collision_events,agent_near_miss_events,agent_lane_violations,agent_min_obstacle_clearance_m,agent_min_robot_clearance_m,agent_goal_distance_m,group_centroid_x_m,group_centroid_y_m,group_centroid_to_goal_m,group_centroid_path_m,group_effective_centroid_length_m,group_formation_rms_m,group_formation_bad_pairs,group_min_clearance_m,group_collision_steps,group_lane_violations,group_total_energy_proxy,group_sum_agent_path_m,group_mean_instant_speed_mps,group_average_speed_mps,group_active_cluster_count,done,finish_reason
71dcfe700a,single_rectangles_physical,0,0.0,1784462000,completion_astar,finish_first,r01,r01,True,main,member,global_debug,1,3,0.0,0.0,0.0,0.0,0.0,0,0,0,281,0,0,0000,---,False,0.0,0.0,0.0,0.0,12.0,0.0,init,e,"$0,0,0,0,0,0,0,0,0#",0,0,Set tank.c app_speed/duty level to the logged pwm before sending the move key/protocol command; e=stop.,0.0,0.0,0,0,0,999.0,999.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0,999.0,0,0,0.0,0.0,0.0,0.0,1,False,running
71dcfe700a,single_rectangles_physical,1,0.2,1784462200,completion_astar,finish_first,r01,r01,True,main,member,global_debug,1,3,0.0219,-0.00209,-0.09497,0.11,-0.47486,389,190,5,279,0,0,0000,---,False,0.30713,-0.05259,0.11,-0.47486,0.0759,-0.013,path_to_final_target,d,"$4,0,0,0,0,0,0,0,0#",8000,4000,Set tank.c app_speed/duty level to the logged pwm before sending the move key/protocol command; e=stop.,0.022,0.07189,0,0,0,2.79208,999.0,11.9781,0.0219,-0.00209,11.9781,0.022,0.0219,0.0,0,2.7921,0,0,0.07189,0.022,0.11,0.1095,1,False,running
71dcfe700a,single_rectangles_physical,2,0.4,1784462400,completion_astar,finish_first,r01,r01,True,lower,member,global_debug,1,3,0.06545,-0.00835,-0.14283,0.22,-0.23928,629,529,8,275,0,0,0010,---,False,0.30654,-0.05592,0.22,-0.23928,0.15183,-0.02579,cached_path_to_final_target,d,"$4,0,0,0,0,0,0,0,0#",13000,11000,Set tank.c app_speed/duty level to the logged pwm before sending the move key/protocol command; e=stop.,0.066,0.19972,0,0,0,2.74853,999.0,11.93455,0.06545,-0.00835,11.9346,0.066,0.0655,0.0,0,2.7485,0,0,0.19972,0.066,0.22,0.1636,1,False,running
71dcfe700a,single_rectangles_physical,3,0.6,1784462600,completion_astar,finish_first,r01,r01,True,lower,member,global_debug,1,3,0.12687,-0.01861,-0.16548,0.31135,-0.11327,843,795,10,269,0,0,0010,---,False,0.30638,-0.05679,0.31135,-0.11327,0.22778,-0.03844,cached_path_to_final_target,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,Set tank.c app_speed/duty level to the logged pwm before sending the move key/protocol command; e=stop.,0.12827,0.37334,0,0,0,2.68711,999.0,11.87314,0.12687,-0.01861,11.8731,0.1283,0.1269,0.0,0,2.6871,0,0,0.37334,0.12827,0.3113,0.2115,1,False,running
71dcfe700a,single_rectangles_physical,4,0.8,1784462800,completion_astar,finish_first,r01,r01,True,lower,member,global_debug,1,3,0.18824,-0.02943,-0.17457,0.31156,-0.04548,829,810,11,263,0,0,0010,---,False,0.30647,-0.05631,0.31156,-0.04548,0.30373,-0.0511,cached_path_to_final_target,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,Set tank.c app_speed/duty level to the logged pwm before sending the move key/protocol command; e=stop.,0.19058,0.53918,0,0,0,2.62575,999.0,11.8118,0.18824,-0.02943,11.8118,0.1906,0.1882,0.0,0,2.6257,0,0,0.53918,0.19058,0.3116,0.2353,1,False,running
71dcfe700a,single_rectangles_physical,5,1.0,1784463000,completion_astar,finish_first,r01,r01,True,lower,member,global_debug,1,3,0.24959,-0.04037,-0.17648,0.3116,-0.00953,822,818,11,256,0,0,0010,---,False,0.30668,-0.05517,0.3116,-0.00953,0.37967,-0.06386,path_to_final_target,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,Set tank.c app_speed/duty level to the logged pwm before sending the move key/protocol command; e=stop.,0.2529,0.70479,0,0,0,2.56439,999.0,11.75048,0.24959,-0.04037,11.7505,0.2529,0.2496,0.0,0,2.5644,0,0,0.70479,0.2529,0.3116,0.2496,1,False,running
71dcfe700a,single_rectangles_physical,6,1.2,1784463200,completion_astar,finish_first,r01,r01,True,lower,member,global_debug,1,3,0.31095,-0.05125,-0.17547,0.3116,0.00505,819,821,11,250,0,0,0010,---,False,0.30686,-0.05415,0.3116,0.00505,0.45558,-0.07672,cached_path_to_final_target,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,Set tank.c app_speed/duty level to the logged pwm before sending the move key/protocol command; e=stop.,0.31522,0.87018,0,0,0,2.50303,999.0,11.68916,0.31095,-0.05125,11.6892,0.3152,0.311,0.0,0,2.503,0,0,0.87018,0.31522,0.3116,0.2591,1,False,running
71dcfe700a,single_rectangles_physical,7,1.4,1784463400,completion_astar,finish_first,r01,r01,True,lower,member,global_debug,1,3,0.37233,-0.06203,-0.17378,0.3116,0.00847,818,822,11,244,0,0,0010,---,False,0.30698,-0.05347,0.3116,0.00847,0.53149,-0.08966,cached_path_to_final_target,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,Set tank.c app_speed/duty level to the logged pwm before sending the move key/protocol command; e=stop.,0.37754,1.03546,0,0,0,2.44165,999.0,11.62783,0.37233,-0.06203,11.6278,0.3775,0.3723,0.0,0,2.4417,0,0,1.03546,0.37754,0.3116,0.266,1,False,running
71dcfe700a,single_rectangles_physical,8,1.6,1784463600,completion_astar,finish_first,r01,r01,True,lower,member,global_debug,1,3,0.43373,-0.07271,-0.1723,0.3116,0.00736,818,822,11,238,0,0,0010,---,False,0.30705,-0.05307,0.3116,0.00736,0.60739,-0.10265,cached_path_to_final_target,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,Set tank.c app_speed/duty level to the logged pwm before sending the move key/protocol command; e=stop.,0.43986,1.20072,0,0,0,2.38025,999.0,11.5665,0.43373,-0.07271,11.5665,0.4399,0.4337,0.0,0,2.3803,0,0,1.20072,0.43986,0.3116,0.2711,1,False,running
71dcfe700a,single_rectangles_physical,9,1.8,1784463800,completion_astar,finish_first,r01,r01,True,lower,member,global_debug,1,3,0.49514,-0.08333,-0.17128,0.3116,0.0051,819,821,12,232,0,0,0001,---,False,0.30708,-0.05287,0.3116,0.0051,0.68328,-0.11567,path_to_final_target,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,Set tank.c app_speed/duty level to the logged pwm before sending the move key/protocol command; e=stop.,0.50218,1.36599,0,0,0,2.31885,999.0,11.50517,0.49514,-0.08333,11.5052,0.5022,0.4951,0.0,0,2.3188,0,0,1.36599,0.50218,0.3116,0.2751,1,False,running
