time_s,robot_id,robot_name,key,protocol,pwm_left,pwm_right,sonic_angle_deg,sonic_distance_cm,reason
17.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
17.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
18.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
18.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
18.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
18.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
18.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
19.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
19.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
19.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
19.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
19.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
20.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
20.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
20.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
20.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
20.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
21.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
21.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
21.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
21.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
21.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
22.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
22.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
22.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
22.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
22.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
23.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
23.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
23.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
23.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
23.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
24.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
24.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
24.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
24.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
24.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
25.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
