time_s,robot_id,robot_name,key,protocol,pwm_left,pwm_right,sonic_angle_deg,sonic_distance_cm,reason
17.6,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-36,37,cached_path_to_final_target
17.6,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,-34,59,cached_path_to_final_target
17.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,35,37,path_to_final_target
17.8,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",20000,19000,93,18,path_to_final_target
17.8,r03,r03,d,"$4,0,0,0,0,0,0,0,0#",20000,17000,-105,30,path_to_final_target
17.8,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-64,55,path_to_final_target
17.8,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-38,31,path_to_final_target
17.8,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,-37,53,path_to_final_target
18.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,36,32,cached_path_to_final_target
18.0,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",19000,20000,98,23,cached_path_to_final_target
18.0,r03,r03,d,"$4,0,0,0,0,0,0,0,0#",20000,18000,-105,30,cached_path_to_final_target
18.0,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-67,54,cached_path_to_final_target
18.0,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-41,27,cached_path_to_final_target
18.0,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-39,48,cached_path_to_final_target
18.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,178,119,cached_path_to_final_target
18.2,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",19000,20000,-155,158,cached_path_to_final_target
18.2,r03,r03,d,"$4,0,0,0,0,0,0,0,0#",20000,18000,-11,146,cached_path_to_final_target
18.2,r04,r04,a,"$3,0,0,0,0,0,0,0,0#",13000,20000,-157,183,cached_path_to_final_target
18.2,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-150,145,cached_path_to_final_target
18.2,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-176,106,cached_path_to_final_target
18.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,178,125,cached_path_to_final_target
18.4,r02,r02,a,"$3,0,0,0,0,0,0,0,0#",8000,20000,-171,163,cached_path_to_final_target
18.4,r03,r03,d,"$4,0,0,0,0,0,0,0,0#",20000,9000,4,140,cached_path_to_final_target
18.4,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-157,189,cached_path_to_final_target
18.4,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-150,151,cached_path_to_final_target
18.4,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-176,112,cached_path_to_final_target
18.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,178,131,path_to_final_target
18.6,r02,r02,a,"$3,0,0,0,0,0,0,0,0#",12000,19000,178,169,path_to_final_target
18.6,r03,r03,d,"$4,0,0,0,0,0,0,0,0#",19000,13000,12,134,path_to_final_target
18.6,r04,r04,d,"$4,0,0,0,0,0,0,0,0#",19000,13000,-19,191,path_to_final_target
18.6,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-151,156,path_to_final_target
18.6,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-176,118,path_to_final_target
18.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,178,137,cached_path_to_final_target
18.8,r02,r02,a,"$3,0,0,0,0,0,0,0,0#",15000,18000,174,175,cached_path_to_final_target
18.8,r03,r03,d,"$4,0,0,0,0,0,0,0,0#",17000,15000,16,128,cached_path_to_final_target
18.8,r04,r04,d,"$4,0,0,0,0,0,0,0,0#",18000,15000,-16,185,cached_path_to_final_target
18.8,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-152,162,cached_path_to_final_target
18.8,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-175,125,cached_path_to_final_target
19.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,178,144,cached_path_to_final_target
19.0,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,172,181,cached_path_to_final_target
19.0,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,18,122,cached_path_to_final_target
19.0,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-15,179,cached_path_to_final_target
19.0,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-153,167,cached_path_to_final_target
19.0,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-174,131,cached_path_to_final_target
19.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,178,150,cached_path_to_final_target
19.2,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,26,183,cached_path_to_final_target
19.2,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,19,116,cached_path_to_final_target
19.2,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-14,172,cached_path_to_final_target
19.2,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-154,173,cached_path_to_final_target
19.2,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-172,137,cached_path_to_final_target
19.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,178,156,path_to_final_target
19.4,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,27,177,path_to_final_target
19.4,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,20,111,path_to_final_target
19.4,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-14,166,path_to_final_target
19.4,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-3,178,path_to_final_target
19.4,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-170,143,path_to_final_target
19.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,178,162,cached_path_to_final_target
19.6,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,27,172,cached_path_to_final_target
19.6,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,21,105,cached_path_to_final_target
19.6,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-15,160,cached_path_to_final_target
19.6,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-3,172,cached_path_to_final_target
19.6,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-168,149,cached_path_to_final_target
19.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,178,168,cached_path_to_final_target
19.8,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,28,166,cached_path_to_final_target
19.8,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,22,99,cached_path_to_final_target
19.8,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-15,154,cached_path_to_final_target
19.8,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-3,166,cached_path_to_final_target
19.8,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-167,156,cached_path_to_final_target
20.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,178,175,cached_path_to_final_target
20.0,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,29,161,cached_path_to_final_target
20.0,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,23,93,cached_path_to_final_target
20.0,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-16,148,cached_path_to_final_target
20.0,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-3,159,cached_path_to_final_target
20.0,r06,r06,d,"$4,0,0,0,0,0,0,0,0#",18000,15000,-164,162,cached_path_to_final_target
20.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,178,181,path_to_final_target
20.2,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,30,155,path_to_final_target
20.2,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,24,87,path_to_final_target
20.2,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-16,142,path_to_final_target
20.2,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-3,153,path_to_final_target
20.2,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-163,168,path_to_final_target
20.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,25,176,cached_path_to_final_target
20.4,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,31,150,cached_path_to_final_target
20.4,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,25,82,cached_path_to_final_target
20.4,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-17,136,cached_path_to_final_target
20.4,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-3,147,cached_path_to_final_target
20.4,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-163,174,cached_path_to_final_target
20.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,25,170,cached_path_to_final_target
20.6,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,32,145,cached_path_to_final_target
20.6,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,26,76,cached_path_to_final_target
20.6,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-17,130,cached_path_to_final_target
20.6,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-3,141,cached_path_to_final_target
20.6,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-8,175,cached_path_to_final_target
20.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,26,164,cached_path_to_final_target
20.8,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,33,139,cached_path_to_final_target
20.8,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,28,71,cached_path_to_final_target
20.8,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-18,125,cached_path_to_final_target
20.8,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-1,135,cached_path_to_final_target
20.8,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-7,169,cached_path_to_final_target
21.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,26,159,path_to_final_target
21.0,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,34,134,path_to_final_target
